# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2050-01-01
#
# GRDC-No.:              1234567
# River:                 River A
# Station:               Station A
# Country:               Country A
# Latitude (DD):       47.51
# Longitude (DD):      10.05
# Catchment area (km²):      -999.000
# Altitude (m ASL):        -999.000
# Next downstream station:      1234568
# Remarks:               
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1940-01 - 1989-12
# No. of years:          60
# Last update:           3050-01-01
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 365
# DATA
YYYY-MM-DD;hh:mm; Value
1962-04-20;--:--;53.41
1962-04-21;--:--;46.96
1962-04-22;--:--;47.97
1962-04-23;--:--;48
1962-04-24;--:--;47.34
1962-04-25;--:--;52.8
1962-04-26;--:--;52.51
1962-04-27;--:--;50.38
1962-04-28;--:--;53.57
1962-04-29;--:--;53.72
1962-04-30;--:--;49.79
1962-05-01;--:--;54.81
1962-05-02;--:--;55.07
1962-05-03;--:--;53.75
1962-05-04;--:--;51.44
1962-05-05;--:--;58.36
1962-05-06;--:--;53.57
1962-05-07;--:--;54.33
1962-05-08;--:--;56.86
1962-05-09;--:--;58.8
1962-05-10;--:--;53.77
1962-05-11;--:--;56.99
1962-05-12;--:--;58.05
1962-05-13;--:--;57.77
1962-05-14;--:--;57.95
1962-05-15;--:--;57.27
1962-05-16;--:--;57.06
1962-05-17;--:--;60.79
1962-05-18;--:--;56.73
1962-05-19;--:--;58.3
1962-05-20;--:--;58.83
1962-05-21;--:--;60.06
1962-05-22;--:--;62.4
1962-05-23;--:--;60.64
1962-05-24;--:--;59.65
1962-05-25;--:--;61.1
1962-05-26;--:--;64.93
1962-05-27;--:--;65.41
1962-05-28;--:--;62.09
1962-05-29;--:--;59.67
1962-05-30;--:--;62.75
1962-05-31;--:--;66.58
1962-06-01;--:--;65.78
1962-06-02;--:--;67.94
1962-06-03;--:--;65.56
1962-06-04;--:--;65.97
1962-06-05;--:--;66.71
1962-06-06;--:--;68.94
1962-06-07;--:--;67.05
1962-06-08;--:--;65.44
1962-06-09;--:--;70.33
1962-06-10;--:--;68.52
1962-06-11;--:--;74.22
1962-06-12;--:--;70.11
1962-06-13;--:--;71.9
1962-06-14;--:--;70.05
1962-06-15;--:--;74.86
1962-06-16;--:--;67.58
1962-06-17;--:--;70.94
1962-06-18;--:--;70.49
1962-06-19;--:--;70.8
1962-06-20;--:--;68.76
1962-06-21;--:--;73.85
1962-06-22;--:--;71.32
1962-06-23;--:--;72.46
1962-06-24;--:--;71.31
1962-06-25;--:--;75.68
1962-06-26;--:--;76.18
1962-06-27;--:--;72.62
1962-06-28;--:--;75.69
1962-06-29;--:--;74.98
1962-06-30;--:--;76.77
1962-07-01;--:--;75.59
1962-07-02;--:--;77.2
1962-07-03;--:--;77.41
1962-07-04;--:--;80.73
1962-07-05;--:--;77.92
1962-07-06;--:--;75.66
1962-07-07;--:--;73.07
1962-07-08;--:--;78.23
1962-07-09;--:--;77.77
1962-07-10;--:--;74.39
1962-07-11;--:--;76.28
1962-07-12;--:--;78.61
1962-07-13;--:--;77.9
1962-07-14;--:--;77.93
1962-07-15;--:--;78.95
1962-07-16;--:--;77.38
1962-07-17;--:--;80.24
1962-07-18;--:--;81.28
1962-07-19;--:--;74.92
1962-07-20;--:--;73.9
1962-07-21;--:--;80.32
1962-07-22;--:--;76.17
1962-07-23;--:--;73.06
1962-07-24;--:--;73.72
1962-07-25;--:--;79.06
1962-07-26;--:--;73.82
1962-07-27;--:--;77.46
1962-07-28;--:--;77.71
1962-07-29;--:--;73.75
1962-07-30;--:--;75.91
1962-07-31;--:--;80.37
1962-08-01;--:--;74.53
1962-08-02;--:--;74.86
1962-08-03;--:--;71.72
1962-08-04;--:--;74.58
1962-08-05;--:--;72.9
1962-08-06;--:--;75.29
1962-08-07;--:--;70.49
1962-08-08;--:--;73.5
1962-08-09;--:--;70.27
1962-08-10;--:--;71.27
1962-08-11;--:--;70.8
1962-08-12;--:--;68.67
1962-08-13;--:--;69.35
1962-08-14;--:--;65.32
1962-08-15;--:--;68.02
1962-08-16;--:--;64.21
1962-08-17;--:--;62.35
1962-08-18;--:--;65.31
1962-08-19;--:--;63.97
1962-08-20;--:--;59.84
1962-08-21;--:--;65.05
1962-08-22;--:--;57.79
1962-08-23;--:--;59.24
1962-08-24;--:--;59.57
1962-08-25;--:--;61.83
1962-08-26;--:--;62.32
1962-08-27;--:--;58.5
1962-08-28;--:--;60.26
1962-08-29;--:--;57.32
1962-08-30;--:--;55.67
1962-08-31;--:--;54.45
1962-09-01;--:--;57.2
1962-09-02;--:--;54.26
1962-09-03;--:--;53.66
1962-09-04;--:--;53.53
1962-09-05;--:--;51.26
1962-09-06;--:--;52.69
1962-09-07;--:--;52.63
1962-09-08;--:--;52.03
1962-09-09;--:--;49.98
1962-09-10;--:--;49.31
1962-09-11;--:--;50.17
1962-09-12;--:--;45.65
1962-09-13;--:--;47.17
1962-09-14;--:--;45.84
1962-09-15;--:--;42.02
1962-09-16;--:--;47.34
1962-09-17;--:--;39.04
1962-09-18;--:--;45.67
1962-09-19;--:--;43.34
1962-09-20;--:--;41.09
1962-09-21;--:--;43.12
1962-09-22;--:--;43.2
1962-09-23;--:--;42.47
1962-09-24;--:--;40.86
1962-09-25;--:--;42.52
1962-09-26;--:--;38.15
1962-09-27;--:--;40.28
1962-09-28;--:--;40.65
1962-09-29;--:--;38.46
1962-09-30;--:--;43.06
1962-10-01;--:--;41.92
1962-10-02;--:--;37.58
1962-10-03;--:--;36.83
1962-10-04;--:--;37.12
1962-10-05;--:--;38.68
1962-10-06;--:--;38.84
1962-10-07;--:--;40.51
1962-10-08;--:--;41.18
1962-10-09;--:--;44.49
1962-10-10;--:--;43.08
1962-10-11;--:--;39.86
1962-10-12;--:--;40.97
1962-10-13;--:--;44.75
1962-10-14;--:--;49.43
1962-10-15;--:--;45.18
1962-10-16;--:--;47.79
1962-10-17;--:--;48.74
1962-10-18;--:--;47.05
1962-10-19;--:--;52.84
1962-10-20;--:--;52.33
1962-10-21;--:--;55.25
1962-10-22;--:--;57.93
1962-10-23;--:--;52.1
1962-10-24;--:--;53.58
1962-10-25;--:--;56.19
1962-10-26;--:--;62.5
1962-10-27;--:--;57.59
1962-10-28;--:--;61.04
1962-10-29;--:--;63.12
1962-10-30;--:--;59.78
1962-10-31;--:--;66.68
1962-11-01;--:--;63.91
1962-11-02;--:--;62.39
1962-11-03;--:--;66.82
1962-11-04;--:--;65.57
1962-11-05;--:--;68.68
1962-11-06;--:--;65.26
1962-11-07;--:--;64.3
1962-11-08;--:--;71.68
1962-11-09;--:--;68.99
1962-11-10;--:--;70.01
1962-11-11;--:--;69.87
1962-11-12;--:--;69.03
1962-11-13;--:--;70.63
1962-11-14;--:--;70.23
1962-11-15;--:--;68.12
1962-11-16;--:--;66.73
1962-11-17;--:--;70.36
1962-11-18;--:--;68.98
1962-11-19;--:--;69.55
1962-11-20;--:--;76.21
1962-11-21;--:--;70.45
1962-11-22;--:--;73.9
1962-11-23;--:--;72.04
1962-11-24;--:--;73.02
1962-11-25;--:--;66.69
1962-11-26;--:--;70.63
1962-11-27;--:--;73.02
1962-11-28;--:--;74.67
1962-11-29;--:--;72.73
1962-11-30;--:--;72.59
1962-12-01;--:--;75.2
1962-12-02;--:--;72.5
1962-12-03;--:--;69.9
1962-12-04;--:--;68.81
1962-12-05;--:--;70.87
1962-12-06;--:--;75.4
1962-12-07;--:--;72.85
1962-12-08;--:--;68.93
1962-12-09;--:--;71.5
1962-12-10;--:--;72.35
1962-12-11;--:--;71.22
1962-12-12;--:--;72.71
1962-12-13;--:--;69.02
1962-12-14;--:--;73.1
1962-12-15;--:--;70.55
1962-12-16;--:--;73.38
1962-12-17;--:--;69.52
1962-12-18;--:--;70.26
1962-12-19;--:--;67.36
1962-12-20;--:--;67.82
1962-12-21;--:--;65.96
1962-12-22;--:--;66.43
1962-12-23;--:--;64.71
1962-12-24;--:--;61.92
1962-12-25;--:--;64.71
1962-12-26;--:--;61.01
1962-12-27;--:--;58.03
1962-12-28;--:--;60.39
1962-12-29;--:--;57.77
1962-12-30;--:--;57.78
1962-12-31;--:--;57.24
1963-01-01;--:--;53
1963-01-02;--:--;55.06
1963-01-03;--:--;52.96
1963-01-04;--:--;53.61
1963-01-05;--:--;47.85
1963-01-06;--:--;52.42
1963-01-07;--:--;48.28
1963-01-08;--:--;49.21
1963-01-09;--:--;44.49
1963-01-10;--:--;45.4
1963-01-11;--:--;44.67
1963-01-12;--:--;45.43
1963-01-13;--:--;45.56
1963-01-14;--:--;39.86
1963-01-15;--:--;39.75
1963-01-16;--:--;40.59
1963-01-17;--:--;37.82
1963-01-18;--:--;39.93
1963-01-19;--:--;37.96
1963-01-20;--:--;39.66
1963-01-21;--:--;36.65
1963-01-22;--:--;38.49
1963-01-23;--:--;41.15
1963-01-24;--:--;40.58
1963-01-25;--:--;34.42
1963-01-26;--:--;36.92
1963-01-27;--:--;34.7
1963-01-28;--:--;34.74
1963-01-29;--:--;35.2
1963-01-30;--:--;36.09
1963-01-31;--:--;34.45
1963-02-01;--:--;38.49
1963-02-02;--:--;34.24
1963-02-03;--:--;36.51
1963-02-04;--:--;33.7
1963-02-05;--:--;36.27
1963-02-06;--:--;37.05
1963-02-07;--:--;35.14
1963-02-08;--:--;34.86
1963-02-09;--:--;35.66
1963-02-10;--:--;37.96
1963-02-11;--:--;35.47
1963-02-12;--:--;37.54
1963-02-13;--:--;37.78
1963-02-14;--:--;35.76
1963-02-15;--:--;37.9
1963-02-16;--:--;37.44
1963-02-17;--:--;35.8
1963-02-18;--:--;39.16
1963-02-19;--:--;38.57
1963-02-20;--:--;34.93
1963-02-21;--:--;35.97
1963-02-22;--:--;37.61
1963-02-23;--:--;38.97
1963-02-24;--:--;35.15
1963-02-25;--:--;38.08
1963-02-26;--:--;34.59
1963-02-27;--:--;38.58
1963-02-28;--:--;37.88
1963-03-01;--:--;38.72
1963-03-02;--:--;39.05
1963-03-03;--:--;38.88
1963-03-04;--:--;39.21
1963-03-05;--:--;41.01
1963-03-06;--:--;41.82
1963-03-07;--:--;39.67
1963-03-08;--:--;40.83
1963-03-09;--:--;42.63
1963-03-10;--:--;37.72
1963-03-11;--:--;47.27
1963-03-12;--:--;43.06
1963-03-13;--:--;41.37
1963-03-14;--:--;40.22
1963-03-15;--:--;44
1963-03-16;--:--;47.32
1963-03-17;--:--;44.57
1963-03-18;--:--;43.1
1963-03-19;--:--;45.68
1963-03-20;--:--;43.46
1963-03-21;--:--;45.99
1963-03-22;--:--;45.48
1963-03-23;--:--;48.02
1963-03-24;--:--;45.18
1963-03-25;--:--;50.7
1963-03-26;--:--;49.89
1963-03-27;--:--;51.12
1963-03-28;--:--;49.51
1963-03-29;--:--;48.43
1963-03-30;--:--;53.17
1963-03-31;--:--;52.13
1963-04-01;--:--;53.81
1963-04-02;--:--;50.9
1963-04-03;--:--;51.86
1963-04-04;--:--;55.89
1963-04-05;--:--;53.87
1963-04-06;--:--;56.7
1963-04-07;--:--;56.96
1963-04-08;--:--;55.48
1963-04-09;--:--;52.99
1963-04-10;--:--;54.22
1963-04-11;--:--;58.76
1963-04-12;--:--;55.4
1963-04-13;--:--;63.36
1963-04-14;--:--;62.96
1963-04-15;--:--;58.8
1963-04-16;--:--;65.24
1963-04-17;--:--;62.4
1963-04-18;--:--;69.07
1963-04-19;--:--;63.66
1963-04-20;--:--;66.3
1963-04-21;--:--;66.44
1963-04-22;--:--;65.98
1963-04-23;--:--;70.06
1963-04-24;--:--;72.22
1963-04-25;--:--;69.5
1963-04-26;--:--;71.25
1963-04-27;--:--;69.38
1963-04-28;--:--;69.87
1963-04-29;--:--;71.32
1963-04-30;--:--;75.5
1963-05-01;--:--;68.49
1963-05-02;--:--;73.1
1963-05-03;--:--;76.86
1963-05-04;--:--;75.2
1963-05-05;--:--;76.13
1963-05-06;--:--;77.86
1963-05-07;--:--;75.52
1963-05-08;--:--;72.75
1963-05-09;--:--;78.76
1963-05-10;--:--;79.03
1963-05-11;--:--;77.1
1963-05-12;--:--;78.33
1963-05-13;--:--;80.76
1963-05-14;--:--;82.55
1963-05-15;--:--;80.7
1963-05-16;--:--;81.95
1963-05-17;--:--;80.32
1963-05-18;--:--;81.07
1963-05-19;--:--;81.03
1963-05-20;--:--;85.99
1963-05-21;--:--;86.49
1963-05-22;--:--;81.91
1963-05-23;--:--;88.91
1963-05-24;--:--;83.44
1963-05-25;--:--;87.37
1963-05-26;--:--;80.65
1963-05-27;--:--;89.28
1963-05-28;--:--;88.54
1963-05-29;--:--;86.99
1963-05-30;--:--;85.64
1963-05-31;--:--;88.06
1963-06-01;--:--;86.2
1963-06-02;--:--;91.87
1963-06-03;--:--;88.55
1963-06-04;--:--;90.73
1963-06-05;--:--;89.13
1963-06-06;--:--;95.06
1963-06-07;--:--;91.47
1963-06-08;--:--;90.99
1963-06-09;--:--;92.57
1963-06-10;--:--;89.46
1963-06-11;--:--;92.76
1963-06-12;--:--;94.32
1963-06-13;--:--;94.58
1963-06-14;--:--;92.05
1963-06-15;--:--;97.12
1963-06-16;--:--;93.87
1963-06-17;--:--;93.92
1963-06-18;--:--;97.57
1963-06-19;--:--;95.58
1963-06-20;--:--;96.24
1963-06-21;--:--;96.55
1963-06-22;--:--;94.85
1963-06-23;--:--;96.12
1963-06-24;--:--;93.07
1963-06-25;--:--;92
1963-06-26;--:--;97.09
1963-06-27;--:--;94.98
1963-06-28;--:--;96.41
1963-06-29;--:--;99.39
1963-06-30;--:--;97.18
1963-07-01;--:--;98.29
1963-07-02;--:--;94.99
1963-07-03;--:--;94
1963-07-04;--:--;98.01
1963-07-05;--:--;96.92
1963-07-06;--:--;97.89
1963-07-07;--:--;97.93
1963-07-08;--:--;94.66
1963-07-09;--:--;97.33
1963-07-10;--:--;93.19
1963-07-11;--:--;93.97
1963-07-12;--:--;98.5
1963-07-13;--:--;95.61
1963-07-14;--:--;97.41
1963-07-15;--:--;94.25
1963-07-16;--:--;91.23
1963-07-17;--:--;98.01
1963-07-18;--:--;95.69
1963-07-19;--:--;94.81
1963-07-20;--:--;90.51
1963-07-21;--:--;91.69
1963-07-22;--:--;91.47
1963-07-23;--:--;95.81
1963-07-24;--:--;87.08
1963-07-25;--:--;93.22
1963-07-26;--:--;91.78
1963-07-27;--:--;92.85
1963-07-28;--:--;91.04
1963-07-29;--:--;91.29
1963-07-30;--:--;87.5
1963-07-31;--:--;87.57
1963-08-01;--:--;90.15
1963-08-02;--:--;86.79
1963-08-03;--:--;85.2
1963-08-04;--:--;85.03
1963-08-05;--:--;82.19
1963-08-06;--:--;83.66
1963-08-07;--:--;85.24
1963-08-08;--:--;83.81
1963-08-09;--:--;83.46
1963-08-10;--:--;79.95
1963-08-11;--:--;80.07
1963-08-12;--:--;81.93
1963-08-13;--:--;84.61
1963-08-14;--:--;78.64
1963-08-15;--:--;77.21
1963-08-16;--:--;73.74
1963-08-17;--:--;75.49
1963-08-18;--:--;78.19
1963-08-19;--:--;75.63
1963-08-20;--:--;76.35
1963-08-21;--:--;76.28
1963-08-22;--:--;74.59
1963-08-23;--:--;75.83
1963-08-24;--:--;74.96
1963-08-25;--:--;70.63
1963-08-26;--:--;71.19
1963-08-27;--:--;74.79
1963-08-28;--:--;68.83
1963-08-29;--:--;70.74
1963-08-30;--:--;73.26
1963-08-31;--:--;69.62
1963-09-01;--:--;67.08
1963-09-02;--:--;68.64
1963-09-03;--:--;70.23
1963-09-04;--:--;63.91
1963-09-05;--:--;68.86
1963-09-06;--:--;68.5
1963-09-07;--:--;69.35
1963-09-08;--:--;64.48
1963-09-09;--:--;65.59
1963-09-10;--:--;66.08
1963-09-11;--:--;60.74
1963-09-12;--:--;62.46
1963-09-13;--:--;63.11
1963-09-14;--:--;62.99
1963-09-15;--:--;62.92
1963-09-16;--:--;64.16
1963-09-17;--:--;59.6
1963-09-18;--:--;59.15
1963-09-19;--:--;60.04
1963-09-20;--:--;61.45
1963-09-21;--:--;60.3
1963-09-22;--:--;55.86
1963-09-23;--:--;56.71
1963-09-24;--:--;59.23
1963-09-25;--:--;57.49
1963-09-26;--:--;54.22
1963-09-27;--:--;57.63
1963-09-28;--:--;57.32
1963-09-29;--:--;55.1
1963-09-30;--:--;58.71
1963-10-01;--:--;56.96
1963-10-02;--:--;57.4
1963-10-03;--:--;56.33
1963-10-04;--:--;53.39
1963-10-05;--:--;58.39
1963-10-06;--:--;58.65
1963-10-07;--:--;55.7
1963-10-08;--:--;57.18
1963-10-09;--:--;57.51
1963-10-10;--:--;54.52
1963-10-11;--:--;53.51
1963-10-12;--:--;57.13
1963-10-13;--:--;56.83
1963-10-14;--:--;58.23
1963-10-15;--:--;57.64
1963-10-16;--:--;61.22
1963-10-17;--:--;59.74
1963-10-18;--:--;58.71
1963-10-19;--:--;62.86
1963-10-20;--:--;58.48
1963-10-21;--:--;60.35
1963-10-22;--:--;59.66
1963-10-23;--:--;56.84
1963-10-24;--:--;56.79
1963-10-25;--:--;61.56
1963-10-26;--:--;59.98
1963-10-27;--:--;58.43
1963-10-28;--:--;60.64
1963-10-29;--:--;64.77
1963-10-30;--:--;60.38
1963-10-31;--:--;59.38
1963-11-01;--:--;63.23
1963-11-02;--:--;60.74
1963-11-03;--:--;57.62
1963-11-04;--:--;59.95
1963-11-05;--:--;61
1963-11-06;--:--;58.22
1963-11-07;--:--;61.12
1963-11-08;--:--;61.75
1963-11-09;--:--;65.88
1963-11-10;--:--;58.78
1963-11-11;--:--;60.47
1963-11-12;--:--;58.04
1963-11-13;--:--;59.29
1963-11-14;--:--;59.43
1963-11-15;--:--;59.4
1963-11-16;--:--;59.05
1963-11-17;--:--;63.26
1963-11-18;--:--;60.05
1963-11-19;--:--;61.2
1963-11-20;--:--;65.24
1963-11-21;--:--;60.91
1963-11-22;--:--;58.48
1963-11-23;--:--;60.78
1963-11-24;--:--;64.3
1963-11-25;--:--;59.14
1963-11-26;--:--;61.47
1963-11-27;--:--;60.8
1963-11-28;--:--;60.6
1963-11-29;--:--;58.36
1963-11-30;--:--;58.9
1963-12-01;--:--;65.45
1963-12-02;--:--;61.2
1963-12-03;--:--;63.63
1963-12-04;--:--;59.93
1963-12-05;--:--;62.3
1963-12-06;--:--;64.15
1963-12-07;--:--;59.74
1963-12-08;--:--;63.37
1963-12-09;--:--;61.05
1963-12-10;--:--;58.37
1963-12-11;--:--;60.31
1963-12-12;--:--;63.5
1963-12-13;--:--;61.22
1963-12-14;--:--;58.93
1963-12-15;--:--;60.95
1963-12-16;--:--;61.35
1963-12-17;--:--;60.24
1963-12-18;--:--;63.79
1963-12-19;--:--;62.89
1963-12-20;--:--;60.43
1963-12-21;--:--;59.74
1963-12-22;--:--;57.76
1963-12-23;--:--;57.58
1963-12-24;--:--;60.2
1963-12-25;--:--;58.95
1963-12-26;--:--;60.47
1963-12-27;--:--;58.15
1963-12-28;--:--;61.53
1963-12-29;--:--;58.01
1963-12-30;--:--;62.47
1963-12-31;--:--;60.2
1964-01-01;--:--;60.85
1964-01-02;--:--;60.35
1964-01-03;--:--;56.7
1964-01-04;--:--;57.6
1964-01-05;--:--;61.29
1964-01-06;--:--;58.67
1964-01-07;--:--;59.53
1964-01-08;--:--;57.95
1964-01-09;--:--;64.06
1964-01-10;--:--;59.78
1964-01-11;--:--;58.85
1964-01-12;--:--;64.18
1964-01-13;--:--;58.59
1964-01-14;--:--;56.45
1964-01-15;--:--;57.71
1964-01-16;--:--;56.8
1964-01-17;--:--;61.36
1964-01-18;--:--;58.94
1964-01-19;--:--;59.62
1964-01-20;--:--;58.94
1964-01-21;--:--;55.87
1964-01-22;--:--;61.59
1964-01-23;--:--;56.25
1964-01-24;--:--;57.75
1964-01-25;--:--;59.92
1964-01-26;--:--;56.39
1964-01-27;--:--;57.91
1964-01-28;--:--;55.74
1964-01-29;--:--;60
1964-01-30;--:--;55.88
1964-01-31;--:--;57.22
1964-02-01;--:--;59.25
1964-02-02;--:--;57.78
1964-02-03;--:--;57.43
1964-02-04;--:--;57.76
1964-02-05;--:--;55.57
1964-02-06;--:--;56.46
1964-02-07;--:--;51.72
1964-02-08;--:--;59.29
1964-02-09;--:--;53.91
1964-02-10;--:--;58.89
1964-02-11;--:--;56.83
1964-02-12;--:--;56.91
1964-02-13;--:--;54.32
1964-02-14;--:--;58.23
1964-02-15;--:--;53.98
1964-02-16;--:--;55.85
1964-02-17;--:--;58.97
1964-02-18;--:--;55.5
1964-02-19;--:--;54.73
1964-02-20;--:--;56.17
1964-02-21;--:--;55.61
1964-02-22;--:--;56.56
1964-02-23;--:--;57.72
1964-02-24;--:--;59.12
1964-02-25;--:--;56.29
1964-02-26;--:--;57.34
1964-02-27;--:--;56.5
1964-02-28;--:--;58.01
1964-02-29;--:--;54.35
1964-03-01;--:--;54.81
1964-03-02;--:--;56.11
1964-03-03;--:--;55.67
1964-03-04;--:--;56.08
1964-03-05;--:--;53.04
1964-03-06;--:--;52.86
1964-03-07;--:--;53.34
1964-03-08;--:--;54.27
1964-03-09;--:--;57.77
1964-03-10;--:--;54.34
1964-03-11;--:--;58.64
1964-03-12;--:--;57.1
1964-03-13;--:--;52.31
1964-03-14;--:--;57.24
1964-03-15;--:--;52.68
1964-03-16;--:--;54.71
1964-03-17;--:--;56.36
1964-03-18;--:--;52.85
1964-03-19;--:--;57.25
1964-03-20;--:--;52.42
1964-03-21;--:--;55.61
1964-03-22;--:--;52.9
1964-03-23;--:--;53.33
1964-03-24;--:--;55.73
1964-03-25;--:--;56.42
1964-03-26;--:--;54.71
1964-03-27;--:--;53.27
1964-03-28;--:--;52.49
1964-03-29;--:--;55.71
1964-03-30;--:--;55.65
1964-03-31;--:--;54.57
1964-04-01;--:--;57.54
1964-04-02;--:--;53.99
1964-04-03;--:--;56.44
1964-04-04;--:--;52.89
1964-04-05;--:--;53.93
1964-04-06;--:--;53.67
1964-04-07;--:--;56.26
1964-04-08;--:--;53.02
1964-04-09;--:--;56.17
1964-04-10;--:--;51.94
1964-04-11;--:--;53.3
1964-04-12;--:--;55.57
1964-04-13;--:--;53.71
1964-04-14;--:--;54.73
1964-04-15;--:--;55.54
1964-04-16;--:--;57.88
1964-04-17;--:--;55.23
1964-04-18;--:--;56.17
1964-04-19;--:--;57.94
1964-04-20;--:--;52.48
1964-04-21;--:--;55.86
1964-04-22;--:--;58.78
1964-04-23;--:--;55.5
1964-04-24;--:--;57.63
1964-04-25;--:--;56.7
1964-04-26;--:--;56.58
1964-04-27;--:--;57.18
1964-04-28;--:--;62.56
1964-04-29;--:--;59.55
1964-04-30;--:--;55.95
1964-05-01;--:--;54.23
1964-05-02;--:--;60.32
1964-05-03;--:--;58.86
1964-05-04;--:--;61.78
1964-05-05;--:--;57.08
1964-05-06;--:--;60.32
1964-05-07;--:--;59.95
1964-05-08;--:--;59.76
1964-05-09;--:--;61.75
1964-05-10;--:--;63.67
1964-05-11;--:--;68.22
1964-05-12;--:--;61.8
1964-05-13;--:--;65.54
1964-05-14;--:--;64.85
1964-05-15;--:--;63.9
1964-05-16;--:--;65.24
1964-05-17;--:--;66.37
1964-05-18;--:--;70.16
1964-05-19;--:--;70.24
1964-05-20;--:--;67.19
1964-05-21;--:--;68.7
1964-05-22;--:--;70.41
1964-05-23;--:--;69.12
1964-05-24;--:--;70.68
1964-05-25;--:--;66.64
1964-05-26;--:--;72.62
1964-05-27;--:--;72.84
1964-05-28;--:--;71.56
1964-05-29;--:--;75.25
1964-05-30;--:--;71.98
1964-05-31;--:--;77.38
1964-06-01;--:--;74.66
1964-06-02;--:--;75.91
1964-06-03;--:--;75.65
1964-06-04;--:--;78.35
1964-06-05;--:--;74.69
1964-06-06;--:--;76.7
1964-06-07;--:--;76.34
1964-06-08;--:--;78.49
1964-06-09;--:--;81.78
1964-06-10;--:--;80.35
1964-06-11;--:--;80.75
1964-06-12;--:--;81.45
1964-06-13;--:--;84.24
1964-06-14;--:--;84.1
1964-06-15;--:--;85.66
1964-06-16;--:--;86.05
1964-06-17;--:--;83.76
1964-06-18;--:--;88.14
1964-06-19;--:--;86.74
1964-06-20;--:--;89.92
1964-06-21;--:--;88.42
1964-06-22;--:--;91.44
1964-06-23;--:--;88.79
1964-06-24;--:--;85.49
1964-06-25;--:--;93.5
1964-06-26;--:--;90.82
1964-06-27;--:--;92.02
1964-06-28;--:--;90.34
1964-06-29;--:--;94.62
1964-06-30;--:--;97.26
1964-07-01;--:--;95.3
1964-07-02;--:--;93.44
1964-07-03;--:--;95.25
1964-07-04;--:--;92.36
1964-07-05;--:--;97.67
1964-07-06;--:--;93.78
1964-07-07;--:--;94.81
1964-07-08;--:--;95.6
1964-07-09;--:--;97.06
1964-07-10;--:--;94.21
1964-07-11;--:--;97.68
1964-07-12;--:--;97.88
1964-07-13;--:--;97.35
1964-07-14;--:--;97.45
1964-07-15;--:--;93.72
1964-07-16;--:--;97.24
1964-07-17;--:--;95.16
1964-07-18;--:--;97.01
1964-07-19;--:--;91.61
1964-07-20;--:--;97.18
1964-07-21;--:--;95.42
1964-07-22;--:--;92.25
1964-07-23;--:--;87.68
1964-07-24;--:--;92.85
1964-07-25;--:--;90.49
1964-07-26;--:--;89.1
1964-07-27;--:--;90.35
1964-07-28;--:--;92.18
1964-07-29;--:--;89.02
1964-07-30;--:--;90.18
1964-07-31;--:--;84.92
1964-08-01;--:--;87.26
1964-08-02;--:--;84.48
1964-08-03;--:--;86.13
1964-08-04;--:--;87.65
1964-08-05;--:--;88.35
1964-08-06;--:--;83.83
1964-08-07;--:--;82.9
1964-08-08;--:--;86.46
1964-08-09;--:--;87.31
1964-08-10;--:--;82.14
1964-08-11;--:--;85.17
1964-08-12;--:--;81.78
1964-08-13;--:--;79.17
1964-08-14;--:--;82.35
1964-08-15;--:--;83.16
1964-08-16;--:--;79.72
1964-08-17;--:--;79.14
1964-08-18;--:--;80.3
1964-08-19;--:--;82.77
1964-08-20;--:--;78.46
1964-08-21;--:--;81.55
1964-08-22;--:--;80.54
1964-08-23;--:--;74.08
1964-08-24;--:--;77.01
1964-08-25;--:--;73.32
1964-08-26;--:--;74.73
1964-08-27;--:--;74.43
1964-08-28;--:--;71.88
1964-08-29;--:--;72.28
1964-08-30;--:--;72.29
1964-08-31;--:--;74.07
1964-09-01;--:--;69.6
1964-09-02;--:--;72.88
1964-09-03;--:--;69.63
1964-09-04;--:--;70.8
1964-09-05;--:--;69.6
1964-09-06;--:--;66.69
1964-09-07;--:--;69.21
1964-09-08;--:--;70.76
1964-09-09;--:--;74.47
1964-09-10;--:--;67.69
1964-09-11;--:--;69.51
1964-09-12;--:--;67.41
1964-09-13;--:--;65.11
1964-09-14;--:--;63.72
1964-09-15;--:--;67.92
1964-09-16;--:--;66.91
1964-09-17;--:--;65.45
1964-09-18;--:--;69.82
1964-09-19;--:--;65.21
1964-09-20;--:--;68.43
1964-09-21;--:--;64.83
1964-09-22;--:--;68.79
1964-09-23;--:--;66.33
1964-09-24;--:--;68.41
1964-09-25;--:--;63.73
1964-09-26;--:--;69.86
1964-09-27;--:--;70.72
1964-09-28;--:--;67.8
1964-09-29;--:--;67.56
1964-09-30;--:--;66.74
1964-10-01;--:--;72.34
1964-10-02;--:--;67.42
1964-10-03;--:--;66.83
1964-10-04;--:--;69.88
1964-10-05;--:--;68.64
1964-10-06;--:--;68.94
1964-10-07;--:--;70.45
1964-10-08;--:--;70.61
1964-10-09;--:--;72.19
1964-10-10;--:--;67.38
1964-10-11;--:--;70.29
1964-10-12;--:--;69.48
